,Spain 10Y,KOSPI,SPY,crudeOilFutures,naturalGasFutures,goldFutures,copperFutures
2000-01-21,0.0175696591114657,-0.021926207844381,-0.0021587702892236,-0.0492245448415374,-0.0289175459163737,0.0015611448395489,0.0005773672055426
2000-01-24,-0.0029390159587197,0.0017402395261361,-0.0283422148140479,-0.0131205673758865,0.0173038229376258,-0.0045029442327676,-0.0190421234852856
2000-01-25,0.0176992305539647,-0.038359031906514,0.01135541675697,0.0161696011498384,0.0348101265822784,-0.0062630480167013,-0.0152941176470587
2000-01-26,0.0029651599204458,-0.0063732860573147,-0.0079260029865674,-0.0155586987270156,-0.0355504587155963,0.0003501400560221,-0.0005973715651134
2000-01-27,-0.0118343540561771,0.0267520383043116,-0.0039947038850489,-0.0186781609195402,0.0344827586206895,0.0031501575078756,0.0011954572624028
2000-01-28,-0.0205431006436591,0.0356785411831988,-0.031193969306432,-0.0036603221083455,-0.0298850574712643,-0.0134333565945569,-0.0089552238805971
2000-01-31,0.0146520801841454,0.0023468943472766,0.0271388765133269,0.0154298310066127,0.051342812006319,0.0003536693191865,0.0168674698795181
2000-02-01,0.0177253745156908,-0.0160295800313599,0.0098518596896592,0.0209840810419681,0.0138993238166791,-0.0021212656885275,-0.0082938388625593
2000-02-02,0.0148921015681571,0.015978465679677,0.0008869969754963,-0.0237420269312543,0.0222304557243424,0.007971656333038,-0.022700119474313
2000-02-03,-0.0089485607898422,0.007026356786316,0.0150643672395636,0.0174228675136116,-0.0362450163102573,0.0093145869947275,0.004278728606357
2000-02-04,0.0239523820934315,0.0,-0.0041467094075049,0.0281840884766322,0.0312147423843551,0.0962911370363923,0.0024345709068775
2000-02-07,-0.0328610827921922,0.0241102060575444,-0.0015339738696593,-0.0128383067314364,-0.0656455142231947,-0.0444726810673443,0.0006071645415905
2000-02-08,0.0029651599204458,-0.0122388581176203,0.0136081084908636,-0.0151142355008787,-0.0261514441842309,-0.0093085106382979,-0.007888349514563
2000-02-09,0.0089219478812503,0.0154283098562242,-0.0210044137466549,0.0267665952890792,0.0180360721442884,0.0234899328859059,0.002446483180428
2000-02-10,-0.0148478781425644,-0.0101121868756723,0.0019909678675968,0.0229405630865484,0.0204724409448819,0.0375409836065574,0.0323367907260523
2000-02-11,-0.0176731636009961,-0.0134136496305035,-0.0203093921328481,0.0003397893306151,-0.0084876543209877,-0.0197503555063991,0.0
2000-02-14,0.0029347033878996,-0.0444283586160593,0.0058581068824266,0.0275135869565217,-0.0112840466926069,-0.0103159252095421,-0.0041371158392434
2000-02-15,0.0058823571816324,-0.034220031398553,0.01131315901962,-0.0062809917355372,0.0303030303030302,-0.019543973941368,-0.0225519287833828
2000-02-16,-0.0088170605695321,-0.0002273502330339,-0.0147302415647553,-0.0003326679973385,-0.0206264323911382,0.0016611295681063,0.0018214936247722
2000-02-17,0.0088170605695321,0.0204889141557702,-0.0051714047239663,-0.0196339434276205,0.0401716068642745,-0.0033167495854062,0.0
2000-02-18,-0.0029433412229127,-0.0204786522862999,-0.0214687727469076,0.0016972165648336,-0.0127484064491937,0.0109816971713809,0.0054545454545456
2000-02-21,0.0206949370508491,-0.0384694132902608,0.0,0.0,0.0064565134827192,0.0039499670836076,0.0
2000-02-22,0.0149143122161645,0.0055600246060663,-0.0025403035274947,0.0037275499830564,-0.0509433962264149,-0.0008196721311475,0.0
2000-02-23,0.0059970059925129,0.036057975106468,0.0118081520336286,-0.0077650236326806,0.0059642147117295,-0.0168990976210007,0.0096443640747438
2000-02-24,0.0,-0.0151021381448215,-0.0201369143738616,0.0197346036066687,0.0075098814229248,-0.0050066755674231,-0.0059701492537312
2000-02-25,0.0090293607090532,-0.0030090964640234,-0.0036197827462558,0.0126793460126795,0.0211847783444489,-0.0201274740020127,-0.0222222222222222
2000-02-28,-0.0210054443982987,-0.0529048522133308,0.0209772676166539,-0.0072487644151565,0.0318862850557049,-0.001198219787744,-0.0405405405405404
2000-02-29,-0.0029828491733399,0.011440641750406,0.0096416360997102,0.0099568536342515,0.0279225614296352,0.0,0.0076824583866836
2000-03-01,0.0029828491733399,0.0,0.0072763494885041,0.0440354912914886,0.0195581311119159,-0.003427592116538,0.0057179161372298
2000-03-02,-0.008935234519432,0.0800115888843284,0.0006768472638163,-0.0025180988353792,-0.0113676731793961,-0.0104901117798796,-0.0069488313329121
2000-03-03,0.008935234519432,0.0001900163190486,0.0187230620602827,-0.0056800252445566,0.0150916277398491,0.0020855057351407,0.0069974554707379
2000-03-06,0.0089753329387765,0.0162041952102633,-0.0097424631539366,0.021263091082196,0.0088495575221239,-0.0031217481789803,0.0025268477574225
2000-03-07,0.0120301114595222,-0.0021884244443711,-0.0193430604576697,0.0605966438781853,-0.0178947368421052,0.0146137787056368,-0.011972274732199
2000-03-08,-0.0060241009399835,0.0094782551193599,-0.0012540775073732,-0.0840902431878113,-0.0317970703822794,-0.0120027434842249,-0.007015306122449
2000-03-09,0.0150944112707662,-0.0342271327816232,0.0292235010683334,0.0137555982085733,0.0280442804428044,0.0091981950711557,0.0
2000-03-10,0.0091116330717211,0.0076532630936365,-0.0053236934774344,0.0022088987062165,-0.0043072505384063,-0.0077386070507308,0.0038535645472062
2000-03-13,0.0091533340548237,-0.0411730389517143,-0.0109274905565754,0.0081863979848866,0.0310021629416006,0.0051993067590987,-0.001919385796545
2000-03-14,-0.0030557683561065,-0.0092668429550931,-0.014205208386288,-0.0103060587133042,-0.0178321678321676,-0.0051724137931034,0.0173076923076922
2000-03-15,0.0,-0.0108770106526207,0.0233301771392941,-0.0306090249289997,0.0202919188323247,0.0,0.0100819155639571
2000-03-16,0.0030557683561065,0.0044058123291106,0.0467144914784398,0.0120442708333332,-0.0052337752965806,-0.0086655112651646,0.0112289457267622
2000-03-17,0.0184333102098479,0.0170585578088966,0.0066090818687736,-0.0057896429720166,-0.023149772009821,-0.0069930069930069,-0.0061690314620604
2000-03-20,0.0061823851393456,-0.0059141858643945,-0.0051040890105964,-0.0478809446780976,-0.0254937163375225,0.005281690140845,-0.0080695220360024
2000-03-21,0.0062015553564962,0.0151673701661356,0.0205212538878063,-0.0485898742779477,0.0136330140014737,0.0140105078809107,0.0137672090112641
2000-03-22,-0.0062015553564962,0.0220289317937016,0.0060746469145469,-0.0192857142857142,0.0156306797528171,-0.006908462867012,-0.0012345679012345
2000-03-23,0.0030983739736587,-0.016783200933785,0.0170727711204414,-0.0054624908958486,0.0189692197566213,-0.0081739130434783,0.0024721878862794
2000-03-24,0.0031031813828374,0.0249187432286024,0.0059365390814045,0.0259978030025631,-0.0038637161924833,-0.0022795020164825,-0.0080147965474722
2000-03-27,-0.0246916716445984,-0.0028451261751607,-0.0105824649426549,-0.0082084225553176,0.0275035260930889,-0.0165202108963092,-0.0118085767557488
2000-03-28,0.0030698394361672,0.0051651611011491,-0.0057584736769348,-0.0251889168765743,0.0168153740562799,-0.0025017869907075,0.0037735849056603
2000-03-29,0.0,0.0193203110098845,0.0010341546381544,-0.023624953857512,-0.0212622342220722,-0.0111071300609101,0.0031328320802004
2000-03-30,0.0030745586377731,-0.0204290541656118,-0.0167388539883585,0.0094517958412099,-0.009310344827586,0.0009057971014492,0.0
2000-03-31,0.0154440921878205,-0.0325973369290409,0.0113492087402251,0.0074906367041198,0.0250609119387399,0.008868778280543,-0.000624609618988
2000-04-03,0.0031031813828374,-0.016842056357005,0.0058187621738738,-0.0174721189591077,-0.0190152801358234,-0.002870470039469,-0.003125
2000-04-04,0.006220844828785,-0.0192334955814943,-0.0074380289544365,-0.0370790768066591,-0.0231914157147801,0.0230298668585824,-0.0106583072100312
2000-04-05,0.0187794806996781,0.0,-0.006244819200073,0.0149312377210215,0.0233876683203402,-0.011607456911713,-0.0031685678073511
2000-04-06,-0.0187794806996781,-0.0310903922135491,0.0086929486468021,-0.0054200542005419,0.0235457063711912,-0.0035587188612099,0.0
2000-04-07,-0.006220844828785,0.0410642133399639,0.0063337109655103,-0.0253016738030362,0.0050744248985115,-0.0010714285714286,-0.0273363000635727
2000-04-10,0.0155885434536378,0.039157849482911,-0.0039206003905584,-0.0475239616613417,0.0,0.0064354665713264,0.0098039215686274
2000-04-11,0.0125589109696866,-0.0173759150510819,-0.0028998473525323,0.0121593291404611,-0.007404914170313,-0.0008880994671403,0.0058252427184466
2000-04-12,-0.0219266095945394,-0.0210981813929009,-0.0274264589516347,0.052609776304888,0.0244150559511699,0.0017777777777778,-0.0032175032175032
2000-04-13,-0.0031128410953162,0.0,-0.0138854668691286,-0.0011806375442739,0.0218470705064548,-0.0015971606033717,-0.0090380890897353
2000-04-14,0.0031128410953162,-0.0431536062890527,-0.0571925813887663,0.0074862096138692,-0.0029154518950438,0.0042659082829719,-0.0208469055374592
2000-04-17,-0.0031128410953162,-0.1163330794491128,0.0349266454321401,0.0125146656237777,0.0259909031838856,-0.0053097345132743,-0.0126413838988688
2000-04-18,-0.0124031405265623,0.0559260724580341,0.0264206185135122,0.0084974893781382,-0.0189993666877771,-0.0008896797153025,0.0283018867924529
2000-04-19,-0.0061728444063788,0.0104108122574602,-0.0093015835274606,0.047491382612026,-0.0138799225306648,-0.001246660730187,0.0078636959370903
2000-04-20,-0.0061538510089587,0.0081713195952746,0.0048041194180286,-0.0537477148080439,0.0058919803600654,-0.0032097004279599,-0.0039011703511053
2000-04-21,0.0,0.0077635467980294,0.0,0.0,-0.0009762447120078,0.0,0.0
2000-04-24,0.0,-0.0255227071275874,-0.010865275274697,0.0061823802163833,0.0218241042345277,-0.0007155635062611,0.0
2000-04-25,-0.0091954184972586,-0.0138848016265817,0.041520746556138,-0.0272657450076805,-0.0086069493146319,-0.0046544933762979,0.0306788511749347
2000-04-26,-0.0030557683561065,-0.0325149213239284,-0.0112850043616857,-0.0268456375838925,-0.0067524115755627,-0.0093525179856115,0.0
2000-04-27,0.0122511868533652,-0.0296678490809415,-0.003306456784216,0.0312373225152131,-0.0110067983166072,0.0050835148874366,-0.0018999366687776
2000-04-28,-0.0061349741357235,0.0481454188160155,-0.0062074251634234,0.0125885129819038,0.0281505728314237,-0.0128251445086705,0.0025380710659899
2000-05-01,0.0,0.0,0.0135691718245114,0.0050505050505051,0.0238777459407832,0.0,0.0063291139240506
2000-05-02,0.0,0.0374970705413639,-0.0199747401871126,0.0394279087746425,0.0003109452736318,0.0082342177493137,0.0283018867924527
2000-05-03,-0.02132541148808,0.0002258866049242,-0.0234168940224653,-0.0052063964298996,-0.0282872241218526,0.0090744101633393,-0.0024464831804281
2000-05-04,-0.0270884502155146,-0.0019528136457835,0.0075487249500632,0.0085981308411215,-0.0060780550223927,0.006294964028777,0.0055180870631512
2000-05-05,-0.0059701536869067,0.0,0.0121195565681777,0.0114899925871014,-0.0263920180238173,-0.0037533512064343,0.0219512195121951
2000-05-08,0.0059701536869067,0.0252232826205593,-0.0075114472602806,0.0293147673140343,0.0479338842975207,-0.0087908144958737,-0.0053699284009546
2000-05-09,0.0059880284252096,-0.012191005400914,-0.0080065252258086,0.0199359202563189,0.0041009463722396,0.0027149321266968,-0.0083983203359327
2000-05-10,0.0150489799572306,-0.001761188144838,-0.0225565958762673,-0.019197207678883,0.0420986490732016,0.0018050541516245,-0.0024198427102238
2000-05-11,-0.0030188684977083,0.0,0.0228507021111608,0.0359430604982204,0.0105517033463973,-0.0064864864864865,0.0018192844147968
2000-05-12,-0.0150263667015662,-0.0252926228752748,0.0108384050354533,0.0175197526623154,0.0005966587112171,0.0007254261878852,0.0169491525423728
2000-05-15,0.0,-0.0157098473591786,0.0172862074572139,0.0101282916948008,0.0125223613595706,-0.0018122508155128,-0.0053571428571428
2000-05-16,0.0059970059925129,0.0248397765792471,0.0096800497672921,-0.0063502673796791,0.0153121319199058,-0.0003631082062452,0.0125673249551165
2000-05-17,-0.0059970059925129,-0.0262329766862622,-0.0104390253554689,-0.0137907837201479,0.0698955916473318,-0.0079912822375589,-0.0082742316784869
2000-05-18,-0.0089619268700724,-0.0195687450149892,-0.0122713102799049,0.0344474761255115,0.0056925996204932,0.0,0.0035756853396902
2000-05-19,-0.0118871078016962,0.0248685041026719,-0.0156931363709146,-0.0145070886910648,0.0309973045822102,0.0032954961552544,-0.002375296912114
2000-05-22,0.0148699569750361,-0.053470739585044,-0.0075286677315639,0.0,-0.0203921568627452,0.0054744525547445,-0.0136904761904761
2000-05-23,0.0210054443982987,-0.0171339338644612,-0.0147260930858196,-0.0371361659417864,0.0178809714438217,-0.0050816696914699,0.0030175015087507
2000-05-24,0.0121029113667106,-0.0070760268329997,0.0163047938096057,0.0399583043780402,0.0679077084425801,-0.0029186428310835,0.0060168471720818
2000-05-25,0.0,0.0364175124083263,-0.0171570133191671,0.019378549949883,0.0400196415418607,-0.0120746432491767,-0.0059808612440191
2000-05-26,0.0213579451517085,-0.0612840049747688,0.0011332438620585,-0.0167158308751229,0.0,0.0066666666666665,-0.0006016847172081
2000-05-29,0.0030698394361672,-0.00111168641306,0.0,0.0,0.0127478753541077,0.0003679175864605,0.0
2000-05-30,0.0092378917125892,0.0538624548351196,0.0326096704254343,0.0116666666666667,0.0149184149184149,0.0029422581831555,-0.0264900662251655
2000-05-31,-0.0092378917125892,0.0587622602204669,0.0021925881826698,-0.044151565074135,0.0004593477262286,-0.0029336266960029,0.0030921459492889
2000-06-01,0.0185186508255936,0.0090315352243537,0.017505370658664,0.0389520854877627,-0.0670339761248851,0.0023905847738139,-0.0049321824907521
2000-06-02,0.0218240669019653,0.0300613413858008,0.0174196759909126,0.0069674850696748,-0.0051673228346456,0.0310034855989727,-0.023543990086741
2000-06-05,0.0031372555452526,0.0440652565434014,-0.0048620231655649,-0.0214168039538715,0.0878060845906503,0.0145907473309609,0.0114213197969543
2000-06-06,0.0,0.0,-0.0044602218887572,0.0016835016835017,-0.0236471123237835,0.0129779024903542,0.0037641154328733
2000-06-07,-0.0125196026970133,0.0356706664484203,0.0069338041481583,0.0067226890756302,-0.0812761993479272,-0.0062326869806094,-0.0112499999999999
2000-06-08,-0.0031176935385821,-0.0272691905560823,-0.0039200025971671,-0.0056761268781301,0.0476552598225601,-0.0097560975609756,0.0044247787610618
2000-06-09,-0.0124224001852812,0.0453562635137667,-0.0021270594633884,0.0141034251175284,0.0065327849020082,-0.0021111893033074,0.0006293266205161
2000-06-12,0.0030983739736587,0.0112505978000956,-0.011724426782979,0.0509933774834436,0.0124999999999999,0.0102256699576868,-0.0062893081761006
2000-06-13,0.0031031813828374,-0.0488998711294497,0.0187664876824269,0.0258349086326403,-0.0128205128205126,-0.0034904013961605,0.0107594936708859
2000-06-14,0.0,0.0184225247063209,0.0016937975976518,0.0089066339066339,0.0235690235690235,0.0210157618213659,0.0087664370695053
2000-06-15,-0.0031031813828374,-0.0589793352618793,0.0021136475500054,0.0030441400304415,0.0486372180451126,-0.0065180102915951,0.0117939168218497
2000-06-16,0.0093240262116225,-0.0154484726635969,-0.0082167838909941,-0.0188163884673749,0.0056016132646203,-0.00207182320442,0.0067484662576688
2000-06-19,0.0093676986248527,-0.0048218802698144,0.0127900015538193,-0.0197958552428084,-0.0946969696969698,-0.0103806228373702,0.0060938452163314
2000-06-20,0.0,0.0396356800550716,-0.0035784106702705,0.0429157462922056,0.0108294363770613,-0.0001748251748252,-0.0187764990914596
2000-06-21,-0.0186917248364753,-0.0043931136352061,-0.0004223019184372,-0.0508320726172465,0.0659849038227415,-0.0003497114880222,0.0148148148148146
2000-06-22,-0.0215884902617609,0.0004732244490772,-0.015215613762929,0.0261396238444373,0.0395157606212883,-0.0019240860591219,-0.0079075425790753
2000-06-23,-0.0030651346995562,-0.0042186541214971,-0.0085833687708517,0.0018639328984157,-0.0226323884860469,-0.0084121976866458,-0.0079705702023298
2000-06-26,-0.0091673193353156,0.0161886666495492,0.0128787750172436,-0.0192248062015504,0.0251798561151077,0.0030045952633439,0.015451174289246
2000-06-27,0.0061068749737804,0.0231444633946056,-0.0073725870640247,0.0135946885867848,0.0276315789473684,0.0068722466960351,-0.0066950699939136
2000-06-28,0.0,0.0109400274118067,0.0027988909992291,-0.0049906425452278,-0.0676483141271874,0.0236261813090654,0.0012254901960784
2000-06-29,0.0030604443615351,0.0002076386598757,-0.0094460604408772,0.0257053291536051,0.012359807736324,-0.0121388271499401,-0.0110159118727048
2000-06-30,0.0061349741357235,0.0028330687507633,0.0075855672207729,-0.0067237163814181,0.0119828170924711,0.0029421945309795,0.0092821782178216
2000-07-03,-0.0091954184972586,0.0170356299164657,0.013766379906321,0.0,-0.0281501340482575,-0.0072476272648835,0.0
2000-07-04,-0.0091533340548237,-0.0199710252511344,0.0,0.0,0.0,-0.0039979141317573,0.0
2000-07-05,0.0030464590810432,0.0145016065385508,-0.0180351456024804,-0.0563076923076922,-0.0554022988505746,-0.0090750436300175,-0.0024524831391784
2000-07-06,0.0061068749737804,0.0087066473988439,0.0077784496498369,-0.0221715030974894,-0.010464833292772,-0.0022895385699188,-0.0122925629993854
2000-07-07,-0.0061068749737804,0.0049067010493892,0.0160808796566875,0.0096698899633211,0.0482046237088047,0.0001765225066197,0.0031113876789048
2000-07-10,0.0030511066176739,0.0115593888849288,-0.0016878862331115,-0.0194848084544253,-0.0079774753636789,0.0014119308153899,0.0093052109181139
2000-07-11,0.0030557683561065,-0.0171585610767261,0.0021134635679687,0.0003368137420005,0.0068590350047303,-0.0051110327811068,0.0055316533497233
2000-07-12,0.0061255790610914,0.0034653347035347,0.0065387042815874,0.0208754208754209,-0.0530890298332158,-0.0065544729849424,0.0073349633251833
2000-07-13,-0.0122324540348719,0.0071329903782033,0.0044003101064631,0.037928759894459,0.0334904490200944,-0.0014265335235377,-0.0006067961165048
2000-07-14,0.0091673193353156,-0.0210464085131539,0.0098060408146363,-0.0022243406418811,-0.0038406144983197,0.0035714285714285,-0.0006071645415908
2000-07-17,-0.0182928104521522,0.0,-0.0016522874469115,-0.0181528662420382,-0.0356626506024098,0.008185053380783,0.0212636695018226
2000-07-18,0.0,-0.0188658735430883,-0.0081751489093245,0.0360038923126826,0.010494752623688,-0.0031768443346277,0.0005948839976204
2000-07-19,-0.0090840428690022,-0.018502332795785,-0.0080335788004134,-0.0162805259862242,-0.0395647873392679,-0.0123937677053824,0.0011890606420927
2000-07-20,0.0090840428690022,-0.0230778878715665,0.013883163368511,-0.0155951623169956,-0.0061791967044284,0.0039440659734673,0.0017814726840856
2000-07-21,0.0213579451517085,0.0053408653228912,-0.0195017650300024,-0.0766246362754607,-0.0067357512953367,0.0003571428571429,0.0231179608772968
2000-07-24,0.0030698394361672,-0.0576839578065537,-0.0057133470499772,-0.01890756302521,-0.031038080333855,-0.0039271688682613,0.0011587485515642
2000-07-25,0.0123266954153375,-0.0003388038867582,0.0031920186103651,-0.002498215560314,-0.0148048452220725,-0.0007168458781361,0.0
2000-07-26,0.0030935814365973,0.0084051841006453,-0.0097577102789814,-0.0050089445438282,0.0281420765027322,0.0025107604017216,-0.0081018518518518
2000-07-27,0.0030983739736587,-0.0217251021725103,-0.0034276645091791,0.0075512405609492,0.0151474887058198,-0.0044722719141323,0.0122520420070011
2000-07-28,-0.006191955410256,-0.0481392919964819,-0.0225709695638254,0.0057102069950034,0.006544502617801,-0.0003593890386344,-0.0017291066282421
2000-07-31,-0.0030888037027483,0.0192304915902692,0.0063775306554962,-0.0266146202980837,-0.0184655396618985,-0.0041344598238359,0.0057736720554273
2000-08-01,0.0061823851393456,0.0299304503024206,0.0061192320681053,0.0131243164418519,0.0564387917329094,0.0,-0.0017221584385762
2000-08-02,0.0030983739736587,0.0016916517672946,0.0049956577412648,0.0169125584742713,0.0569350388763481,0.0010830324909747,-0.0040253018976423
2000-08-03,-0.006191955410256,-0.0085812749715101,0.0069156804675409,0.0141542816702051,0.0085429520645465,-0.012982329606924,0.0
2000-08-04,0.0030935814365973,-0.0167294482605806,0.0053658628639017,0.0453593859036984,0.0108235294117646,-0.0025575447570331,0.0051963048498846
2000-08-07,0.0030983739736587,-0.0484647887323943,0.0119560454555438,-0.0350467289719625,0.0121042830540036,0.0018315018315018,-0.0017231476163125
2000-08-08,-0.006191955410256,-0.0140765849109667,0.003797134677985,0.0072639225181598,0.0140294388224471,-0.0018281535648994,-0.0103567318757191
2000-08-09,0.0030935814365973,0.0662833293298101,-0.008406881889079,0.0422390109890109,0.0022680880018144,-0.0018315018315018,0.013953488372093
2000-08-10,0.0062015553564962,0.0268222970023794,-0.004874872473893,0.0326194398682042,0.0110884815569134,0.0,-0.0103211009174312
2000-08-11,0.0031080037334687,-0.0096944931987713,0.0046857707554417,-0.0102105934907467,0.0015666965085048,0.0088073394495411,-0.0063731170336036
2000-08-14,-0.0124031405265623,0.015286412539289,0.0127195830131774,0.029658284977434,-0.0350837988826815,-0.0014550745725717,0.008746355685131
2000-08-15,0.0,0.0,-0.0008373065427823,-0.0084533500313086,-0.019453450671607,-0.0003642987249545,0.0046242774566473
2000-08-16,-0.0153965348515048,0.0243982270712581,-0.0035613820378855,0.0041048310704137,0.0422768068020784,0.0092930029154518,-0.0040276179516685
2000-08-17,0.0030698394361672,-0.0101845195303138,0.0105128486579806,0.0044025157232705,-0.00158622252436,0.0014443040259974,0.0034662045060658
2000-08-18,0.0030745586377731,-0.0204037714024397,-0.0033287123146794,0.001565435190983,0.0068088969586928,-0.0034252749233821,-0.005181347150259
2000-08-21,-0.0092095327734966,-0.0078811511423549,0.0054273374180724,0.0150046889653017,0.0701082055906221,-0.0050651230101301,-0.011574074074074
2000-08-22,0.0,0.0221843948074953,-0.0016612035567482,-0.0384970742223591,-0.0478196755845797,-0.0054545454545454,0.0040983606557378
2000-08-23,0.0,-0.0254802940658805,0.0039522458708485,0.0256245996156312,0.0188053097345135,-0.0091407678244972,0.0
2000-08-24,0.0061349741357235,-0.001292043512691,0.0031072983041136,-0.0121798875702686,-0.0141150922909881,0.0062730627306273,0.0075801749271136
2000-08-25,-0.0030698394361672,0.0152185404668501,-0.0004130331005119,0.0126462219411951,0.0193832599118943,0.0047671433810048,0.0
2000-08-28,-0.0030651346995562,0.0027541792271854,0.003409044142554,0.0262254136746797,0.012316335350043,-0.0005474452554743,-0.0028935185185184
2000-08-29,-0.0152556040977724,-0.0003416187261721,0.0002058248430583,-0.0039549741405535,-0.014300960512273,-0.0027387255796968,0.0226349390597793
2000-08-30,-0.009097817052738,-0.0172644759144841,-0.0095727159458143,0.0177153329260841,0.0396275443915115,0.0029293299157815,0.0045402951191828
2000-08-31,0.0030280096624304,-0.0421598764831068,0.0133026792125219,-0.0060024009603842,-0.0039575088523224,0.0131434830230012,0.0
2000-09-01,0.0182649671265449,0.0051842816066918,0.0010258176327035,0.0078502415458938,0.0110832287745712,-0.0036036036036035,0.0045197740112994
2000-09-04,0.0153492695062174,-0.0157326745546744,0.0,0.0,-0.0279214064115821,0.0009041591320071,0.0
2000-09-05,-0.0030792923711855,-0.003023631293116,-0.0079918772235946,0.0134811264230076,0.053191489361702,-0.0052393857271905,0.0191226096737908
2000-09-06,-0.0061443980739404,-0.0037541958659678,-0.0113611340998156,0.0316287318947678,0.0244444444444442,-0.0043588812204866,-0.0049668874172186
2000-09-07,-0.0122324540348719,-0.0300285211839986,0.0085667840685319,0.0140401146131805,-0.0143955827253006,-0.00200656694637,0.0049916805324459
2000-09-08,0.0,-0.0040982982159453,-0.0068369783160249,-0.0497315625883016,-0.023609443777511,-0.0031072929994517,0.0066225165562914
2000-09-11,-0.0060882847624568,0.0,-0.0014597099285006,0.0449003865596193,0.0268442622950819,0.0018335166850018,0.0010964912280702
2000-09-12,0.0,0.0,-0.0073117338837666,-0.0244735344336938,-0.0005986828976252,-0.0014641288433381,0.0
2000-09-13,0.0030418256814135,0.0,0.0026303865807677,-0.013418903150525,0.009384984025559,-0.00091642228739,0.0158817086527929
2000-09-14,0.0030464590810432,-0.0054154938196058,0.0050377083492056,0.0073920756948551,0.0276953511374877,-0.0016510731975784,-0.0021563342318059
2000-09-15,0.0030511066176739,-0.0337465776601961,-0.0218779697968093,0.0542999706486646,0.0021174205967275,0.0003675119441379,-0.0059427336574824
2000-09-18,-0.0182372084328688,-0.0806112702960841,-0.0092042592997908,0.0267260579064587,0.0170956588551669,-0.0023879500367376,-0.0016304347826087
2000-09-19,-0.0030234321706439,-0.0110637855807188,0.0090738150736928,-0.0100325379609546,0.0128423040604344,0.0016571533787514,0.0032661948829613
2000-09-20,0.0,0.0611201568709842,-0.0073861892774398,0.0188989317995071,-0.0083908260302071,-0.0102941176470588,-0.021703743895822
2000-09-21,0.0060514418330743,-0.0166479672650475,-0.0152056631516058,-0.0860215053763441,-0.0058292591199698,0.0048291233283803,0.0266222961730449
2000-09-22,0.0182649671265449,-0.0717126126277286,0.018178295549784,-0.0388235294117647,-0.0295063362965763,0.0051756007393715,-0.0064829821717989
2000-09-25,-0.0030557683561065,0.0567193854496159,-0.0070987286864956,-0.0339657282741737,0.0282595985188072,0.0079073188672307,0.0081566068515497
2000-09-26,-0.0030511066176739,0.0050801361544909,-0.0127815595896106,-0.0022172949002217,0.0090978013646703,0.0001824484583106,-0.0113268608414239
2000-09-27,0.0030511066176739,0.0199285228046288,0.0052669930338529,-0.0012698412698411,-0.0022539444027046,0.0155052900401313,-0.0043644298963447
2000-09-28,-0.0030511066176739,0.0109125494318467,0.012878731671404,-0.0356007628734901,-0.0353915662650603,-0.0109574276989402,-0.0016438356164383
2000-09-29,0.0091673193353156,0.0121647272427167,-0.0094820806368987,0.016479894528675,0.0120999219359876,-0.0047221213221939,0.004939626783754
2000-10-02,0.0030651346995562,-0.0391376667427676,0.0015223417728935,0.0434500648508431,0.0320092556883919,-0.0031021897810219,-0.0223921354451118
2000-10-03,0.0030698394361672,0.0,-0.0093412098288963,-0.0034182722187694,-0.0007473841554559,-0.0042101409481968,0.0039106145251395
